Control_ID,Control_Statement,TR_ID,Technical_Requirement
VM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,VM-TR-1100,The Company has a vulnerability disclosure program for external sources to report identified vulnerabilities.
VM-CS-2,The Company maintains a process for internal and external sources to report identified vulnerabilities. ,VM-TR-1200,The Company has a process to allow internal sources to report vulnerabilities using phone and email communications channels.
VM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-500,The Company performs automated vulnerability scans of systems at the following frequency:
VM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-800,"Automated vulnerability scans are configured to enumerate the following for each discovered system: Operating system, Hostname, IP address, Open ports, Listening services, and Operating system and software vulnerabilities"
VM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-510,"For The Company systems deployed in its FedRAMP boundaries, The Company performs procedures to identify and ensure all systems within the FedRAMP boundary are being scanned for vulnerabilities. "
VM-CS-3,The Company scans external systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-900,Automated vulnerability scanners are configured to update signatures throughout the day.
VM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-500,The Company performs automated vulnerability scans of systems at the following frequency:
VM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-800,"Automated vulnerability scans are configured to enumerate the following for each discovered system: Operating system, Hostname, IP address, Open ports, Listening services, Operating system and software vulnerabilities"
VM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-900,Automated vulnerability scanners are configured to update signatures throughout the day.
VM-CS-4,The Company scans internal systems to identify vulnerabilities on [INSERT TIME FRAME]. ,VM-TR-510,"For The Company systems deployed in its FedRAMP boundaries, The Company performs procedures to identify and ensure all systems within the FedRAMP boundary are being scanned for vulnerabilities. "
